id;title;description;availability;condition;price;link;image_link;brand
647;prenite;"<dl>\n<dt>GEM TYPE</dt>\n<dd>Prehnite</dd>\n<dt>SHAPE</dt>\n<dd>Fancy Shape</dd>\n<dt>WEIGHT</dt>\n<dd>8.32 Ct.</dd>\n<dt>SIZE</dt>\n<dd>17.8 X 14.7 X 6.8 mm</dd>\n<dt>QUANTITY</dt>\n<dd>1 Piece</dd>\n<dt>COLOR</dt>\n<dd>Green</dd>\n<dt>CLARITY</dt>\n<dd>I1-I2</dd>\n<dt>LUSTER</dt>\n<dd>Superior</dd>\n<dt>ORIGIN</dt>\n<dd>Africa</dd>\n<dt>TREATMENT</dt>\n<dd>None</dd>\n<dt>HARDNESS</dt>\n<dd>6.5-7</dd>\n</dl>\n<p></p>";"in stock";new;40;https://gemmesterra.com/Botiga/en/home/647-prenite.html;http://gemmesterra.com/Botiga/1177/PRENITE.jpg;Gemmesterra
648;orthoclase;"<p>GEM TYPEOrthoclase FeldsparSHAPEOvalWEIGHT2.97 Ct.SIZE10.1 X 8.7 X 6.3 mmQUANTITY1 PieceCOLORYellowCLARITYVSLUSTERSuperiorORIGINMadagascarTREATMENTNoneHARDNESS6-6.5</p>";"in stock";new;60;https://gemmesterra.com/Botiga/en/home/648-orthoclase.html;http://gemmesterra.com/Botiga/1178/ORTHOCLASE.jpg;Gemmesterra
649;orthoclase;"<p>GEM TYPEGEM TYPEOrthoclase FeldsparSHAPEEmerald CutWEIGHT4.39 Ct.SIZE11.9 X 11.2 X 4.8 mmQUANTITY1 PieceCOLORYellowCLARITYCLEANLUSTERSuperiorORIGINMadagascarTREATMENTNoneHARDNESS6-6.5</p>";"in stock";new;82;https://gemmesterra.com/Botiga/en/home/649-orthoclase.html;http://gemmesterra.com/Botiga/1179/ORTHOCLASE.jpg;Gemmesterra
650;turmaline;"<dl><dt>GEM TYPE</dt><dd>Tourmaline</dd><dt>SHAPE</dt><dd>Emerald Cut</dd><dt>WEIGHT</dt><dd>2.47 Ct.</dd><dt>SIZE</dt><dd>15 X 5 X 3.2 mm</dd><dt>QUANTITY</dt><dd>1 Piece</dd><dt>COLOR</dt><dd>Hot Pink</dd><dt>CLARITY</dt><dd>SI</dd><dt>LUSTER</dt><dd>Superior</dd><dt>ORIGIN</dt><dd>Mozambique</dd><dt>TREATMENT</dt><dd>None</dd><dt>HARDNESS</dt><dd>7-7.5</dd></dl>\n<p> </p>";"in stock";new;92;https://gemmesterra.com/Botiga/en/home/650-turmaline.html;http://gemmesterra.com/Botiga/1180/TURMALINE.jpg;Gemmesterra
651;apatite cat's eye;"<dl><dt>GEM TYPE</dt><dd>Apatite</dd><dt>SHAPE</dt><dd>Oval Cabochon</dd><dt>WEIGHT</dt><dd>5.33 Ct.</dd><dt>SIZE</dt><dd>10.8 X 9 X 6.3 mm</dd><dt>QUANTITY</dt><dd>1 Piece</dd><dt>COLOR</dt><dd>Yellow</dd><dt>CLARITY</dt><dd>I1-I2</dd><dt>LUSTER</dt><dd>Cat's Eye</dd><dt>ORIGIN</dt><dd>Brazil</dd><dt>TREATMENT</dt><dd>None</dd><dt>HARDNESS</dt><dd>5</dd></dl>\n<p> </p>";"in stock";new;50;https://gemmesterra.com/Botiga/en/home/651-apatite-cat-s-eye.html;http://gemmesterra.com/Botiga/1181/Apatite_Cat's_Eye.jpg;Gemmesterra
652;turmaline;"<p>GEM TYPETourmalineSHAPEEmerald CutWEIGHT3.01 Ct.SIZE15 X 5.5 X 3.6 mmQUANTITY1 PieceCOLORGreenCLARITYVSLUSTERSuperiorORIGINMozambiqueTREATMENTNoneHARDNESS7-7.5</p>";"in stock";new;111;https://gemmesterra.com/Botiga/en/home/652-turmaline.html;http://gemmesterra.com/Botiga/1182/TURMALINE.jpg;Gemmesterra
653;ortoclase;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Orthoclase   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 2.97   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 10.1 X8.7X6.3 mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Oval   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Yellow   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 6-6.5   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Madagascar   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;60;https://gemmesterra.com/Botiga/en/home/653-ortoclase.html;http://gemmesterra.com/Botiga/1183/ORTOCLASE.jpg;Gemmesterra
654;spinel 1.70;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Spinel   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 1.70ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 9x5,7x3,6mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Rectangular   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Greyish/blue   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 8   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Tanzania   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;48;https://gemmesterra.com/Botiga/en/home/654-citrine-quartz.html;http://gemmesterra.com/Botiga/1187/SPINEL_1.70.jpg;Gemmesterra
655;zircon 1;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Zircon   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 1ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 5,8x4,9x3,2mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Oval   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Red   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 7.5   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Tanzania   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;40;https://gemmesterra.com/Botiga/en/home/655-citrine-quartz.html;http://gemmesterra.com/Botiga/1193/Zircon_1.jpg;Gemmesterra
656;tourmaline 2.40;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Tourmaline   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 2.40ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 25x8,9x2mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Teardrop   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Red/Green   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 7-7.5   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Madagascar   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;60;https://gemmesterra.com/Botiga/en/home/656-citrine-quartz.html;http://gemmesterra.com/Botiga/1197/Tourmaline_2.40.jpg;Gemmesterra
657;tourquoise 3.80;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Turquoise   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 3.80ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 16,6x7,3x4,5mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Teardrop   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Turquoise   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 5-6   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Arizona   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;38;https://gemmesterra.com/Botiga/en/home/657-citrine-quartz.html;http://gemmesterra.com/Botiga/1205/Tourquoise_3.80.jpg;Gemmesterra
658;ruby 0.90;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Ruby   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 0.90ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 7,8x5,5x2,8mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Tear   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Red   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 9   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Winza   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;270;https://gemmesterra.com/Botiga/en/home/658-citrine-quartz.html;http://gemmesterra.com/Botiga/1209/Ruby_0.90.jpg;Gemmesterra
659;tourmaline 0.5;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Tourmaline   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 0.50ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 6,2x3,5mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Pendeloque   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Green   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 7-7.5   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Nigeria   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;30;https://gemmesterra.com/Botiga/en/home/659-citrine-quartz.html;http://gemmesterra.com/Botiga/1217/Tourmaline_0.5.jpg;Gemmesterra
660;spinel 1.25;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Spinel   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 1.25ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 6,5x 5,9x3,9mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Oval   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Deep violet   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 7.5-8   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Tanzania   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;42;https://gemmesterra.com/Botiga/en/home/660-citrine-quartz.html;http://gemmesterra.com/Botiga/1222/SPINEL_1.25.jpg;Gemmesterra
661;kunzita 3.90;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Kuncite   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 3.90ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 11.5x7.3x5mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Princess   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Deep pink   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 6.5-7   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Afghanistan   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;48;https://gemmesterra.com/Botiga/en/home/661-citrine-quartz.html;http://gemmesterra.com/Botiga/1228/KUNZITA_3.90.jpg;Gemmesterra
662;zircon 1.45;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Zircon   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 1.45ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 7.2x6.2x3.2mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Pear   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Deep yellow   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 7.5   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Tanzania   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;60;https://gemmesterra.com/Botiga/en/home/662-citrine-quartz.html;http://gemmesterra.com/Botiga/1234/Zircon_1.45.jpg;Gemmesterra
663;spinel 1;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Spinel   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 1ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 6x5,5x3,2mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Oval   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Red </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 7.5-8   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Tanzania   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;65;https://gemmesterra.com/Botiga/en/home/663-citrine-quartz.html;http://gemmesterra.com/Botiga/1240/SPINEL_1.jpg;Gemmesterra
664;emerald 2;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Emerald   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 2ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 10x6.5x4.7mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Tear   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Green   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 7.5-8   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Colombia   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;80;https://gemmesterra.com/Botiga/en/home/664-citrine-quartz.html;http://gemmesterra.com/Botiga/1245/Emerald_2.jpg;Gemmesterra
665;kyanite 1.05;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Kyanite   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 1.05ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 6.8x5.5x3.5mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Oval   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Blue   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 4.5-7   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Nepal   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;48;https://gemmesterra.com/Botiga/en/home/665-citrine-quartz.html;http://gemmesterra.com/Botiga/1252/KYANITE_1.05.jpg;Gemmesterra
666;zircon 2.10;"<table id=\"t01\">\n<tbody>\n<tr><th id=\"product\">Product Details</th></tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: Zircon   </td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: 2.10ct   </td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: 8.3x7.5x4mm   </td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: Trillion   </td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: Deep Orange   </td>\n</tr>\n</tbody>\n</table>\n<p> </p>\n<table>\n<tbody>\n<tr><th id=\"gem\">Gem Details</th></tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: 4.5-7   </td>\n</tr>\n<tr>\n<td id=\"quantity\">QUANTITY</td>\n<td>: 1   </td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: Nepal   </td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;126;https://gemmesterra.com/Botiga/en/home/666-citrine-quartz.html;http://gemmesterra.com/Botiga/1261/Zircon_2.10.jpg;Gemmesterra
689;chiastolite 98.75 gr;"<table id=\"t01\">\n<tbody>\n<tr>\n<th id=\"product\">Product Details</th>\n</tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: <span>Chiastolite</span></td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: <span>98.75 gr</span></td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: <span>60x42x28mm</span></td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: <span>Rough</span></td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: <span>Grey</span></td>\n</tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: <span>3-7</span></td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: <span>Asturies</span></td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;34;https://gemmesterra.com/Botiga/en/home/689-quiastolita-9875-gr.html;http://gemmesterra.com/Botiga/1345/Chiastolite_98.75_gr.jpg;Gemmesterra
690;chiastolite 123gr;"<table id=\"t01\">\n<tbody>\n<tr>\n<th id=\"product\">Product Details</th>\n</tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>:<!-- --> <span>Chiastolite</span></td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>:<!-- --> <span>123gr</span></td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>:<!-- --> <span>79x44x26.5mm</span></td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>:<!-- --> <span>Rough</span></td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: <span>Grey</span></td>\n</tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>:<!-- --> <span>3-7</span></td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: <span>Asturias</span></td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;35;https://gemmesterra.com/Botiga/en/home/690-quiastolita-123gr.html;http://gemmesterra.com/Botiga/1350/Chiastolite_123gr.jpg;Gemmesterra
703;amber 2.75gr;"<table id=\"t01\">\n<tbody>\n<tr>\n<th id=\"product\">Product Details</th>\n</tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: <span>Amber</span></td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: <span>2.75gr</span></td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: <span>9x5x6.5mm</span></td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: <span>Rough</span></td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: <span>Deep yellow</span></td>\n</tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: <span>2-2.5</span></td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: <span>Cantabria</span></td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;24;https://gemmesterra.com/Botiga/en/home/703-ambar-275gr.html;http://gemmesterra.com/Botiga/1437/Amber_2.75gr.jpg;Gemmesterra
704;amber 2.33gr;"<table id=\"t01\">\n<tbody>\n<tr>\n<th id=\"product\">Product Details</th>\n</tr>\n<tr>\n<td id=\"type\">GEM TYPE</td>\n<td>: <span>Amber</span></td>\n</tr>\n<tr>\n<td id=\"weight\">TOTAL WEIGHT</td>\n<td>: <span>2.33gr</span></td>\n</tr>\n<tr>\n<td id=\"size\">SIZE : (LxWxH)</td>\n<td>: <span>20x15x16mm</span></td>\n</tr>\n<tr>\n<td id=\"shape\">SHAPE</td>\n<td>: <span>Rough</span></td>\n</tr>\n<tr>\n<td id=\"color\">COLOR</td>\n<td>: <span>Deep yellow</span></td>\n</tr>\n<tr>\n<td id=\"hardness\">HARDNESS</td>\n<td>: <span>2-2.5</span></td>\n</tr>\n<tr>\n<td id=\"origin\">ORIGIN</td>\n<td>: <span>Cantabria</span></td>\n</tr>\n<tr>\n<td id=\"treatment\">TREATMENT</td>\n<td id=\"unh\">: Unheated / Untreated</td>\n</tr>\n</tbody>\n</table>";"in stock";new;18;https://gemmesterra.com/Botiga/en/home/704-ambar-233gr.html;http://gemmesterra.com/Botiga/1441/Amber_2.33gr.jpg;Gemmesterra
